,Biomodel name,coverage,automatic annotation,ontology for automatic annotation,manual annotation,ontology for manual annotation
120,BIOMD0000000122,0.2,"['Immune', 'Activation', '1,2-diacyl-sn-glycerol', 'Degradation', 'Computer Modeling', 'Translocation', 'oscillation', 'NFAT Pathway', 'Nucleus', 'Calcineurin']","['http://purl.obolibrary.org/obo/NCIT_C17997', 'http://purl.obolibrary.org/obo/NCIT_C64382', 'http://purl.obolibrary.org/obo/CHEBI_17815', 'http://purl.obolibrary.org/obo/NCIT_C61559', 'http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/NCIT_C89777', 'http://identifiers.org/teddy/TEDDY_0000006', 'http://purl.obolibrary.org/obo/NCIT_C39162', 'http://purl.obolibrary.org/obo/NCIT_C13197', 'http://purl.obolibrary.org/obo/NCIT_C17275']","[' Mammalia,  T-lymphocyte,  calcineurin-NFAT signaling cascade,  T cell receptor signaling pathway - Homo sapiens (human),  regulation of T cell mediated immunity']","[' 40674,  BTO:0000782,  GO:0033173,  hsa04660,  GO:0002709']"
195,BIOMD0000000197,0.2,"['Recombinants', 'In Vitro Model', 'Rate', 'Endogenous', 'Quantitative Concept', 'Detection', 'Mathematical Model', 'Computer Modeling', 'Detoxification', 'Basolateral Sorting Signal', 'Intracellular', 'Organism', 'Basolateral plasma membrane']","['http://purl.obolibrary.org/obo/NCIT_C14353', 'http://purl.obolibrary.org/obo/NCIT_C19146', 'http://purl.obolibrary.org/obo/NCIT_C25636', 'http://purl.obolibrary.org/obo/NCIT_C28223', 'http://purl.obolibrary.org/obo/NCIT_C70766', 'http://purl.obolibrary.org/obo/NCIT_C16210', 'http://purl.obolibrary.org/obo/NCIT_C16870', 'http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/NCIT_C16841', 'http://purl.obolibrary.org/obo/NCIT_C14083', 'http://purl.obolibrary.org/obo/NCIT_C28217', 'http://purl.obolibrary.org/obo/NCIT_C14250', 'http://purl.obolibrary.org/obo/FMA_84669']","[' Mammalia,  regulation of cellular localization']","[' 40674,  GO:0060341']"
121,BIOMD0000000123,0.2,"['Immune', 'Activation', '1,2-diacyl-sn-glycerol', 'Degradation', 'Computer Modeling', 'Translocation', 'oscillation', 'NFAT Pathway', 'Nucleus', 'Calcineurin']","['http://purl.obolibrary.org/obo/NCIT_C17997', 'http://purl.obolibrary.org/obo/NCIT_C64382', 'http://purl.obolibrary.org/obo/CHEBI_17815', 'http://purl.obolibrary.org/obo/NCIT_C61559', 'http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/NCIT_C89777', 'http://identifiers.org/teddy/TEDDY_0000006', 'http://purl.obolibrary.org/obo/NCIT_C39162', 'http://purl.obolibrary.org/obo/NCIT_C13197', 'http://purl.obolibrary.org/obo/NCIT_C17275']","[' Mammalia,  T-lymphocyte,  calcineurin-NFAT signaling cascade,  T cell receptor signaling pathway - Homo sapiens (human),  regulation of T cell mediated immunity']","[' 40674,  BTO:0000782,  GO:0033173,  hsa04660,  GO:0002709']"
731,BIOMD0000000794,0.2,"['Inflammation', 'Activation', 'Inflammatory Bowel Disease', 'Degradation', 'Duration', 'Activated B-Cell Positive', 'Immunity', 'inhibitor', 'Transcription Factor', 'Modulation', 'NIK/NF-kappaB signaling', 'Steady-State', 'Pharmacological Study', 'NF-kappaB-inducing kinase activity', 'Arthritis']","['http://purl.obolibrary.org/obo/NCIT_C3137', 'http://purl.obolibrary.org/obo/NCIT_C64382', 'http://purl.obolibrary.org/obo/NCIT_C3138', 'http://purl.obolibrary.org/obo/NCIT_C61559', 'http://purl.obolibrary.org/obo/NCIT_C25330', 'http://purl.obolibrary.org/obo/NCIT_C142124', 'http://purl.obolibrary.org/obo/NCIT_C16710', 'http://purl.obolibrary.org/obo/CHEBI_35222', 'http://purl.obolibrary.org/obo/NCIT_C17207', 'http://purl.obolibrary.org/obo/NCIT_C90063', 'http://purl.obolibrary.org/obo/GO_0038061', 'http://purl.obolibrary.org/obo/NCIT_C151966', 'http://purl.obolibrary.org/obo/NCIT_C62674', 'http://purl.obolibrary.org/obo/GO_0004704', 'http://purl.obolibrary.org/obo/NCIT_C2883']","[' Ordinary differential equation model,  Mus musculus,  TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,  Immune Cell,  NFKB Activation Pathway,  response to tumor necrosis factor']","[' MAMO_0000046,  10090,  R-HSA-5676594,  C132890,  C39173,  GO:0034612']"
211,BIOMD0000000213,0.2,"['Pharmacokinetic Parameters Domain', 'Thymidylate Synthase', 'number of substrates', 'methotrexate', 'pyrimidine', 'Inhibit Scale', 'Dihydrofolate Reductase', 'Proportional Stratified Sampling', 'Sensitivity', 'Accumulation', 'Decreased', 'Mathematical Model', 'vitamin B12 deficiency', 'Kinetics', '5-methyltetrahydrofolate', 'Inhibition', 'Binding', 'Loops Forming Networks', 'Biochemical', 'Folate']","['http://purl.obolibrary.org/obo/NCIT_C49607', 'http://purl.obolibrary.org/obo/NCIT_C17199', 'http://biomodels.net/SBO/SBO_0000149', 'http://purl.obolibrary.org/obo/CHEBI_44185', 'http://purl.obolibrary.org/obo/CHEBI_16898', 'http://purl.obolibrary.org/obo/NCIT_C121463', 'http://purl.obolibrary.org/obo/NCIT_C17191', 'http://purl.obolibrary.org/obo/NCIT_C71498', 'http://purl.obolibrary.org/obo/NCIT_C25201', 'http://purl.obolibrary.org/obo/NCIT_C120860', 'http://purl.obolibrary.org/obo/NCIT_C164132', 'http://purl.obolibrary.org/obo/NCIT_C16870', 'http://www.ebi.ac.uk/efo/EFO_0000734', 'http://purl.obolibrary.org/obo/NCIT_C16770', 'http://purl.obolibrary.org/obo/CHEBI_20612', 'http://purl.obolibrary.org/obo/NCIT_C42791', 'http://purl.obolibrary.org/obo/NCIT_C82888', 'http://purl.obolibrary.org/obo/NCIT_C111026', 'http://purl.obolibrary.org/obo/NCIT_C25434', 'http://purl.obolibrary.org/obo/NCIT_C1444']","[' folic acid metabolic process,  Mammalia']","[' GO:0046655,  40674']"
501,BIOMD0000000532,0.2,"['Pharmacokinetic Parameters Domain', 'Insulin', 'Manuscript', 'modelling framework', 'Equation', 'inhibitor', 'Amyloid', 'Kinetics', 'Aggregation', 'Inhibition', 'Purification']","['http://purl.obolibrary.org/obo/NCIT_C49607', 'http://purl.obolibrary.org/obo/NCIT_C2271', 'http://purl.obolibrary.org/obo/NCIT_C18160', 'http://biomodels.net/SBO/SBO_0000004', 'http://purl.obolibrary.org/obo/NCIT_C41195', 'http://purl.obolibrary.org/obo/CHEBI_35222', 'http://purl.obolibrary.org/obo/NCIT_C117187', 'http://purl.obolibrary.org/obo/NCIT_C16770', 'http://purl.obolibrary.org/obo/NCIT_C62344', 'http://purl.obolibrary.org/obo/NCIT_C42791', 'http://purl.obolibrary.org/obo/NCIT_C68780']","["" Homo sapiens,  amyloid fibril formation,  Alzheimer's disease,  inclusion body assembly""]","[' 9606,  GO:1990000,  DOID:10652,  GO:0070841']"
819,BIOMD0000000885,0.2,"['Pharmacokinetic Parameters Domain', 'transcritical bifurcation', 'Mathematical Model', 'Monoclonal Antibody Therapy']","['http://purl.obolibrary.org/obo/NCIT_C49607', 'http://identifiers.org/teddy/TEDDY_0000121', 'http://purl.obolibrary.org/obo/NCIT_C16870', 'http://purl.obolibrary.org/obo/NCIT_C15490']","[' Homo sapiens,  Antibody,  Cancer Immunotherapy']","[' 9606,  C16295,  C15438']"
382,BIOMD0000000394,0.2,"['Matched Related Donor', 'cell fate specification', 'Sonic Hedgehog Pathway', 'Nervous System', 'Enhancer', 'Proliferation', 'Neural Stem Cell', 'agonist', 'Computer Modeling', 'Notch', 'ES01', 'Computer Modeling', 'Concurrent', 'DAPT']","['http://purl.obolibrary.org/obo/NCIT_C131675', 'http://purl.obolibrary.org/obo/GO_0001708', 'http://purl.obolibrary.org/obo/NCIT_C39231', 'http://purl.obolibrary.org/obo/NCIT_C12755', 'http://purl.obolibrary.org/obo/NCIT_C13296', 'http://purl.obolibrary.org/obo/NCIT_C28378', 'http://purl.obolibrary.org/obo/NCIT_C12985', 'http://purl.obolibrary.org/obo/CHEBI_48705', 'http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/FMA_75036', 'http://purl.obolibrary.org/obo/NCIT_C20249', 'http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/NCIT_C25456', 'http://purl.obolibrary.org/obo/CHEBI_86193']","[' epidermal growth factor receptor signaling pathway,  Mammalia,  neuronal stem cell']","[' GO:0007173,  40674,  CL:0000047']"
213,BIOMD0000000215,0.2,"['Imprinted Protein', 'imprinting design', 'T-Cell Receptor Gamma-Delta', 'Induced Cataract', 'Computer Modeling', 'Lineage', 'Kinetics', 'Interferon-Gamma Signaling Pathway', 'TBX21 wt Allele', 'Interleukin-12']","['http://purl.obolibrary.org/obo/NCIT_C54674', 'http://www.ebi.ac.uk/efo/EFO_0001747', 'http://purl.obolibrary.org/obo/NCIT_C17432', 'http://purl.obolibrary.org/obo/NCIT_C50614', 'http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/NCIT_C60792', 'http://purl.obolibrary.org/obo/NCIT_C16770', 'http://purl.obolibrary.org/obo/NCIT_C91613', 'http://purl.obolibrary.org/obo/NCIT_C104249', 'http://purl.obolibrary.org/obo/NCIT_C20514']","[' Mus musculus,  T cell differentiation']","[' 10090,  GO:0030217']"
61,BIOMD0000000063,0.2,"['In Vivo', 'alginate', 'pH', 'Validity', 'number of substrates', 'Pathway', 'ethanol', 'ATP', 'Pyruvate Kinase', 'metabolite', 'Intracellular', 'p53 Effector Pathway', 'glycerol', 'Phosphofructokinase', 'Hexokinase', 'Kinetics', 'Intracellular', 'SCIM']","['http://purl.obolibrary.org/obo/NCIT_C15744', 'http://purl.obolibrary.org/obo/CHEBI_58187', 'http://purl.obolibrary.org/obo/NCIT_C45997', 'http://purl.obolibrary.org/obo/NCIT_C73623', 'http://biomodels.net/SBO/SBO_0000149', 'http://purl.obolibrary.org/obo/NCIT_C54214', 'http://purl.obolibrary.org/obo/CHEBI_16236', 'http://purl.obolibrary.org/obo/CHEBI_15422', 'http://purl.obolibrary.org/obo/NCIT_C129392', 'http://purl.obolibrary.org/obo/CHEBI_25212', 'http://purl.obolibrary.org/obo/NCIT_C28217', 'http://purl.obolibrary.org/obo/NCIT_C91572', 'http://purl.obolibrary.org/obo/CHEBI_17754', 'http://purl.obolibrary.org/obo/NCIT_C129388', 'http://purl.obolibrary.org/obo/NCIT_C129391', 'http://purl.obolibrary.org/obo/NCIT_C16770', 'http://purl.obolibrary.org/obo/NCIT_C28217', 'http://www.ebi.ac.uk/efo/EFO_0007030']","[' Saccharomyces cerevisiae,  Glycolysis / Gluconeogenesis - Saccharomyces cerevisiae (budding yeast),  Glucose metabolism,  glycolytic fermentation,  Ordinary differential equation model,  glycolytic process']","[' 4932,  sce00010,  REACT_723,  GO:0019660,  MAMO_0000046,  GO:0006096']"
60,BIOMD0000000062,0.2,"['Mathematical Model', 'Intracellular', 'tryptophan']","['http://purl.obolibrary.org/obo/NCIT_C16870', 'http://purl.obolibrary.org/obo/NCIT_C28217', 'http://purl.obolibrary.org/obo/CHEBI_27897']","[' tryptophan biosynthetic process,  Escherichia coli']","[' GO:0000162,  562']"
228,BIOMD0000000231,0.2,"['Monitoring', 'Threshold', 'Differential Display', 'Integration', 'ATP', 'Pyruvate Kinase', 'Substrate', 'ADP', 'Mathematical Model', 'coenzyme F420-1', 'Analysis', 'Kinetics']","['http://purl.obolibrary.org/obo/NCIT_C61256', 'http://purl.obolibrary.org/obo/NCIT_C48228', 'http://purl.obolibrary.org/obo/NCIT_C18483', 'http://purl.obolibrary.org/obo/NCIT_C48038', 'http://purl.obolibrary.org/obo/CHEBI_15422', 'http://purl.obolibrary.org/obo/NCIT_C129392', 'http://purl.obolibrary.org/obo/NCIT_C120264', 'http://purl.obolibrary.org/obo/CHEBI_16761', 'http://purl.obolibrary.org/obo/NCIT_C16870', 'http://purl.obolibrary.org/obo/CHEBI_59536', 'http://purl.obolibrary.org/obo/NCIT_C25391', 'http://purl.obolibrary.org/obo/NCIT_C16770']","[' Bos taurus,  adenosine metabolic process']","[' 9913,  GO:0046085']"
299,BIOMD0000000304,0.2,"['bursting', 'experimental evidence', 'Kinetics', 'Parameter']","['http://identifiers.org/teddy/TEDDY_0000055', 'http://purl.obolibrary.org/obo/ECO_0000006', 'http://purl.obolibrary.org/obo/NCIT_C16770', 'http://purl.obolibrary.org/obo/NCIT_C44175']","[' Aplysia,  abdominal ganglion,  neuron,  sodium ion transport,  neuronal action potential,  potassium ion transport,  calcium ion transport,  Ordinary differential equation model']","[' 6499,  BTO:0000022,  BTO:0000938,  GO:0006814,  GO:0019228,  GO:0006813,  GO:0006816,  MAMO_0000046']"
449,BIOMD0000000461,0.2,"['Activation', 'Bacillus subtilis', 'Findings-Based Question', 'Mutant', 'Proteome', 'galactosidase activity', 'Experimental Finding', 'Stress Response Signaling', 'Interactive Kiosk', 'Absent', 'Wild Type', 'Computer Modeling', 'Mathematical Model', 'Cytoplasmic organelle matrix', 'Induction', 'Transcription']","['http://purl.obolibrary.org/obo/NCIT_C64382', 'http://purl.obolibrary.org/obo/NCIT_C86167', 'http://purl.obolibrary.org/obo/NCIT_C91103', 'http://purl.obolibrary.org/obo/NCIT_C25360', 'http://purl.obolibrary.org/obo/NCIT_C18276', 'http://purl.obolibrary.org/obo/GO_0015925', 'http://purl.obolibrary.org/obo/NCIT_C76124', 'http://purl.obolibrary.org/obo/NCIT_C19944', 'http://purl.obolibrary.org/obo/NCIT_C19749', 'http://purl.obolibrary.org/obo/NCIT_C48190', 'http://purl.obolibrary.org/obo/NCIT_C62195', 'http://purl.obolibrary.org/obo/NCIT_C16461', 'http://purl.obolibrary.org/obo/NCIT_C16870', 'http://purl.obolibrary.org/obo/FMA_72444', 'http://purl.obolibrary.org/obo/NCIT_C61367', 'http://purl.obolibrary.org/obo/NCIT_C17208']","[' Bacillus subtilis,  regulation of proteolysis']","[' 1423,  GO:0030162']"
446,BIOMD0000000458,0.2,"['Metabolic Pathway', 'Methodology']","['http://purl.obolibrary.org/obo/NCIT_C18611', 'http://purl.obolibrary.org/obo/NCIT_C86572']","[' Escherichia coli,  L-serine biosynthetic process']","[' 562,  GO:0006564']"
358,BIOMD0000000370,0.2,"['Pharmacokinetic Parameters Domain', 'Reasoning', 'Yeast', 'Cyclin', 'Proteolytic Processing']","['http://purl.obolibrary.org/obo/NCIT_C49607', 'http://purl.obolibrary.org/obo/NCIT_C86584', 'http://purl.obolibrary.org/obo/NCIT_C14286', 'http://purl.obolibrary.org/obo/NCIT_C17349', 'http://purl.obolibrary.org/obo/NCIT_C19900']","[' Saccharomyces cerevisiae,  mitotic cell cycle']","[' 4932,  GO:0000278']"
44,BIOMD0000000046,0.2,"['Peroxidase', 'Enzyme', 'Cofactor', 'melatonin', 'pH', 'oscillatory muscle contraction', 'Inactivation', '4-hydroxybenzoic acid', 'Inactivated Vaccinia Virus']","['http://purl.obolibrary.org/obo/CHEBI_8027', 'http://purl.obolibrary.org/obo/NCIT_C16554', 'http://purl.obolibrary.org/obo/NCIT_C61511', 'http://purl.obolibrary.org/obo/CHEBI_16796', 'http://purl.obolibrary.org/obo/NCIT_C45997', 'http://purl.obolibrary.org/obo/GO_0014703', 'http://purl.obolibrary.org/obo/NCIT_C175900', 'http://purl.obolibrary.org/obo/CHEBI_30763', 'http://purl.obolibrary.org/obo/NCIT_C29918']","[' Armoracia rusticana,  NADH peroxidase activity']","[' 3704,  GO:0016692']"
423,BIOMD0000000435,0.2,"['Pattern Formation', 'Ratio Result Type', 'organ development', 'Stem Cell', 'Pancreas', 'Modulation', 'Transcriptional Regulation', 'lateral inhibition', 'Adjacent', 'Mathematical Model', 'In Vitro', 'Occurrence']","['http://purl.obolibrary.org/obo/NCIT_C19970', 'http://purl.obolibrary.org/obo/NCIT_C179809', 'http://purl.obolibrary.org/obo/GO_0048513', 'http://purl.obolibrary.org/obo/NCIT_C12662', 'http://purl.obolibrary.org/obo/NCIT_C12393', 'http://purl.obolibrary.org/obo/NCIT_C90063', 'http://purl.obolibrary.org/obo/NCIT_C19077', 'http://purl.obolibrary.org/obo/GO_0046331', 'http://purl.obolibrary.org/obo/NCIT_C25408', 'http://purl.obolibrary.org/obo/NCIT_C16870', 'http://purl.obolibrary.org/obo/NCIT_C15263', 'http://purl.obolibrary.org/obo/NCIT_C25275']","[' pancreas development,  Murinae,  cell-cell signaling']","[' GO:0031016,  39107,  GO:0007267']"
368,BIOMD0000000380,0.2,"['Reviewed', 'Yeast', 'Metabolic Pathway', 'Biology', 'Methodology']","['http://purl.obolibrary.org/obo/NCIT_C45314', 'http://purl.obolibrary.org/obo/NCIT_C14286', 'http://purl.obolibrary.org/obo/NCIT_C18611', 'http://purl.obolibrary.org/obo/NCIT_C16345', 'http://purl.obolibrary.org/obo/NCIT_C86572']","[' Saccharomyces cerevisiae,  trehalose biosynthetic process']","[' 4932,  GO:0005992']"
399,BIOMD0000000411,0.2,"['Chlamydomonas reinhardtii', 'Endogenous', 'Compensated Hypothyroidism', 'Amplitude', 'Mathematical Model', 'Oscillator Device']","['http://purl.obolibrary.org/obo/NCBITaxon_3055', 'http://purl.obolibrary.org/obo/NCIT_C28223', 'http://purl.obolibrary.org/obo/NCIT_C121727', 'http://purl.obolibrary.org/obo/NCIT_C70831', 'http://purl.obolibrary.org/obo/NCIT_C16870', 'http://purl.obolibrary.org/obo/NCIT_C50088']","[' Chlamydomonas reinhardtii,  circadian temperature homeostasis']","[' 3055,  GO:0060086']"
397,BIOMD0000000409,0.2,"['Cyclin-Dependent Kinase Inhibitor', 'Activation', 'Findings-Based Question', 'Nucleolus', 'Inactive', 'inhibitor', 'Anaphase', 'Yeast', 'Mitosis', 'MTA3 Pathway', 'SCIM']","['http://purl.obolibrary.org/obo/NCIT_C2185', 'http://purl.obolibrary.org/obo/NCIT_C64382', 'http://purl.obolibrary.org/obo/NCIT_C91103', 'http://purl.obolibrary.org/obo/NCIT_C13196', 'http://purl.obolibrary.org/obo/NCIT_C154407', 'http://purl.obolibrary.org/obo/CHEBI_35222', 'http://purl.obolibrary.org/obo/NCIT_C16286', 'http://purl.obolibrary.org/obo/NCIT_C14286', 'http://purl.obolibrary.org/obo/NCIT_C16864', 'http://purl.obolibrary.org/obo/NCIT_C39158', 'http://www.ebi.ac.uk/efo/EFO_0007030']","[' Saccharomyces cerevisiae,  mitotic cell cycle']","[' 4932,  GO:0000278']"
392,BIOMD0000000404,0.2,"['In Vivo', 'Biochemical Reaction', 'Computer Program', 'Escherichia coli', 'Ni2+', 'Phenotype', 'aspartate', 'Intracellular']","['http://purl.obolibrary.org/obo/NCIT_C15744', 'http://purl.obolibrary.org/obo/NCIT_C19899', 'http://purl.obolibrary.org/obo/NCIT_C17146', 'http://purl.obolibrary.org/obo/NCIT_C14206', 'http://purl.obolibrary.org/obo/NCIT_C68276', 'http://purl.obolibrary.org/obo/NCIT_C16977', 'http://purl.obolibrary.org/obo/CHEBI_132943', 'http://purl.obolibrary.org/obo/NCIT_C28217']","[' Escherichia coli,  Bacterial chemotaxis,  chemotaxis']","[' 562,  map02030,  GO:0006935']"
31,BIOMD0000000033,0.19047619047619047,[],[],"[' ERK1 and ERK2 cascade,  cellular organisms,  Ordinary differential equation model,  neurotrophin TRK receptor signaling pathway,  epidermal growth factor receptor signaling pathway']","[' GO:0070371,  131567,  MAMO_0000046,  GO:0048011,  GO:0007173']"
99,BIOMD0000000101,0.19047619047619047,"['Apoptosis', 'Tumor Progression', 'Morphogenesis', 'Temporal', 'tissue homeostasis', 'Intracellular', 'Ligand', 'Cell Growth']","['http://purl.obolibrary.org/obo/NCIT_C17557', 'http://purl.obolibrary.org/obo/NCIT_C17609', 'http://purl.obolibrary.org/obo/NCIT_C16879', 'http://purl.obolibrary.org/obo/NCIT_C73990', 'http://purl.obolibrary.org/obo/GO_0001894', 'http://purl.obolibrary.org/obo/NCIT_C28217', 'http://purl.obolibrary.org/obo/NCIT_C95009', 'http://purl.obolibrary.org/obo/NCIT_C16402']","[' cellular organisms,  Signaling by TGF-beta Receptor Complex,  transforming growth factor beta receptor signaling pathway,  TGF-beta signaling pathway - Homo sapiens (human)']","[' 131567,  REACT_6844.3,  GO:0007179,  hsa04350']"
724,BIOMD0000000787,0.19047619047619047,"['Pharmacokinetic Parameters Domain', 'Findings-Based Question', 'Lymphocyte', 'Threshold', 'oscillation', 'Consequences of HIV', 'Sensitivity', 'somatostatinoma']","['http://purl.obolibrary.org/obo/NCIT_C49607', 'http://purl.obolibrary.org/obo/NCIT_C91103', 'http://purl.obolibrary.org/obo/NCIT_C12535', 'http://purl.obolibrary.org/obo/NCIT_C48228', 'http://identifiers.org/teddy/TEDDY_0000006', 'http://purl.obolibrary.org/obo/NCIT_C18720', 'http://purl.obolibrary.org/obo/NCIT_C25201', 'http://www.ebi.ac.uk/efo/EFO_1001187']","[' Ordinary differential equation model,  response to tumor cell,  T cell mediated cytotoxicity,  T cell mediated cytotoxicity directed against tumor cell target']","[' MAMO_0000046,  GO:0002347,  GO:0001913,  GO:0002419']"
192,BIOMD0000000194,0.1875,"['In Vivo', 'Pharmacokinetic Parameters Domain', 'Reduced', 'Inhibit Scale', 'Anaphase', 'Mitosis', 'Template', 'Inhibition', 'Amplification']","['http://purl.obolibrary.org/obo/NCIT_C15744', 'http://purl.obolibrary.org/obo/NCIT_C49607', 'http://purl.obolibrary.org/obo/NCIT_C25640', 'http://purl.obolibrary.org/obo/NCIT_C121463', 'http://purl.obolibrary.org/obo/NCIT_C16286', 'http://purl.obolibrary.org/obo/NCIT_C16864', 'http://purl.obolibrary.org/obo/NCIT_C45677', 'http://purl.obolibrary.org/obo/NCIT_C42791', 'http://purl.obolibrary.org/obo/NCIT_C25418']","[' Mitotic Spindle Checkpoint,  Cell cycle - Homo sapiens (human),  Homo sapiens,  mitotic spindle assembly checkpoint signaling']","[' REACT_2137.2,  hsa04110,  9606,  GO:0007094']"
